bitcoin 	https://www. rt.com/business/41409 3-keiser-rasmus-bitcoin-debate/ …	maxkeiser	293	102	2017-12-24 22:56:16	945050520594669569	https://twitter.com/maxkeiser/status/945050520594669569			
	Not in my top 20 ... sorry ... maybe top 40 : )	RonnieMoas	1	1	2017-12-24 04:07:14	944766386798243840	https://twitter.com/RonnieMoas/status/944766386798243840			
	Thanks Jack ... nice response today from those who read the #cointelegraph piece and those who listened to badcryptopodcast #60 ... Please Assist Here ... for those who have nothing this Christmas http://www. foodforthepoor.org/Moas ... $10,000,000 ... or bust. https:// twitter.com/JackDavidPiney /status/944759591501475840 …	RonnieMoas	24	7	2017-12-24 03:53:48	944763009280479237	https://twitter.com/RonnieMoas/status/944763009280479237		#cointelegraph #60	
bitcoin litecoin ethereum 	Ronnie Moas Cover Story #cointelegraph profile and #interview #Motorhead #crypto #bitcoin #ethereum #litecoin #Lemmy $ BTC $ LTC $ ETH #blockchain #jamiedimon #Mexico beautiful country ... beautiful people #trumpsucks #MexicoCity #Puebla ... https:// cointelegraph.com/news/ronnie-mo as-not-a-billionaire-but-a-crypto-guru …	RonnieMoas	53	14	2017-12-24 03:50:22	944762142066135040	https://twitter.com/RonnieMoas/status/944762142066135040		#cointelegraph #interview #Motorhead #crypto #bitcoin #ethereum #litecoin #Lemmy #blockchain #jamiedimon #Mexico #trumpsucks #MexicoCity #Puebla	
bitcoin 	"By referring to the Bitcoin network as ""Bitcoin Core,"" folks are trying to support a narrative that ""Core controls Bitcoin."" The funny thing is that they already proved Core has no control over what rules users choose when they forked off."	lopp	990	248	2017-12-24 23:57:09	945065842240352257	https://twitter.com/lopp/status/945065842240352257			
	Or fee estimates that use a long trailing window of blocks with a very high confidence threshold.	lopp	20	1	2017-12-24 23:49:43	945063967961092096	https://twitter.com/lopp/status/945063967961092096			
	That's because it's a medium of exchange, not a giant of exchange.	lopp	40	1	2017-12-24 23:39:46	945061467296096256	https://twitter.com/lopp/status/945061467296096256			
bitcoin 	You mean Bitcoin Core & Bitcoin ABC? Or Bitcoin & Bitcoin Cash? Doesn't make sense to mix & match networks with protocol implementations.	lopp	78	3	2017-12-24 23:29:26	945058863421837313	https://twitter.com/lopp/status/945058863421837313			
	Greater freedom for all, in every possible way. https:// twitter.com/APompliano/sta tus/944573507404550144 …	lopp	24	4	2017-12-24 17:51:06	944973721839816704	https://twitter.com/lopp/status/944973721839816704			
	Happy holidays! Here's to living in interesting times; may we all find our personal moon in the new year. pic.twitter.com/adjMTrIdVC	lopp	763	137	2017-12-24 17:25:41	944967324125233152	https://twitter.com/lopp/status/944967324125233152			
	The issue is with having gatekeepers. Any system with gatekeepers who have custodianship of your money can't be censorship resistant.	lopp	33	3	2017-12-24 17:15:36	944964785929707523	https://twitter.com/lopp/status/944964785929707523			
bitcoin 	"Correct - put more succinctly: ""not your private keys, not your bitcoin."""	lopp	9	1	2017-12-24 17:13:39	944964295900762112	https://twitter.com/lopp/status/944964295900762112			
	Interesting perspective; have you participated in any of the discussions? I don't see your name on any dev list emails.	lopp	22	1	2017-12-24 17:10:30	944963502640455681	https://twitter.com/lopp/status/944963502640455681			
	Your problem is that you don't have any BTC - you only have BTC IOUs with a trusted third party.	lopp	11	1	2017-12-24 15:55:23	944944601223352320	https://twitter.com/lopp/status/944944601223352320			
	That's why you shouldn't keep your cold storage in unencrypted single sig wallets.	lopp	0	0	2017-12-24 15:52:07	944943777877233671	https://twitter.com/lopp/status/944943777877233671			
	The folks who felt fees were unbearable already forked off. I doubt that a new wave of folks would create yet another fork just for fee alleviation.	lopp	85	2	2017-12-24 15:18:59	944935439886110721	https://twitter.com/lopp/status/944935439886110721			
	Or do they? One possible future: https:// twitter.com/lopp/statuses/ 928714542040961030 …	lopp	36	7	2017-12-24 15:11:13	944933485352976390	https://twitter.com/lopp/status/944933485352976390			
	Regardless, it shouldn't matter who or where you are sending to or from.	lopp	7	0	2017-12-24 15:08:29	944932795754967042	https://twitter.com/lopp/status/944932795754967042			
	I have top tier verification at every exchange I use and yet I have USD stuck in every exchange right now; each exchange giving me different reasons why the wires are failing.	lopp	16	0	2017-12-24 14:40:22	944925719678857216	https://twitter.com/lopp/status/944925719678857216			
	Sounds like you've been fortunate and haven't experienced banking issues.	lopp	25	2	2017-12-24 14:32:38	944923776612995072	https://twitter.com/lopp/status/944923776612995072			
	A blast of perspective from the past. https:// twitter.com/lopp/statuses/ 327039206620807168 …	lopp	145	31	2017-12-24 14:28:17	944922681056677888	https://twitter.com/lopp/status/944922681056677888			
	I don't think there's a tipping point across all users - it just depends upon what use cases each person is doing that will affect at what fee level they get priced out of transacting.	lopp	3	0	2017-12-24 14:22:40	944921268184379392	https://twitter.com/lopp/status/944921268184379392			
	The Fed was created by Congress and while it's somewhat independent, its continued existence only occurs because Congress approves of it. https://www. quora.com/What-is-the-le gal-relationship-between-the-US-Federal-Reserve-and-the-US-government/answer/Dan-Holliday …	lopp	0	0	2017-12-24 14:16:13	944919644338622464	https://twitter.com/lopp/status/944919644338622464			
	Exactly; crypto anarchy is growing stronger every day.	lopp	6	0	2017-12-24 12:51:19	944898280063995904	https://twitter.com/lopp/status/944898280063995904			
	Certainly not! I think there's some misunderstanding if you read it that way.	lopp	3	0	2017-12-24 12:50:19	944898024307875840	https://twitter.com/lopp/status/944898024307875840			
	Yeah, segwit adoption would be great so that the next step to Lightning will be even easier. I'm quite excited about the prospects of what Lightning will enable with regard to trading.	lopp	53	3	2017-12-24 12:30:53	944893136798715904	https://twitter.com/lopp/status/944893136798715904			
bitcoin 	I'd say my most important point is that any crypto specific forum with admins is subject to manipulation; that's why I prefer Twitter, where the admins don't care about Bitcoin.	lopp	3	0	2017-12-24 12:29:01	944892668085264384	https://twitter.com/lopp/status/944892668085264384			
bitcoin 	I'm glad most devs aren't thinking of Bitcoin as a business - this provides a great counterbalance to the businesses that would love to centralize Bitcoin and institute a formal governance model. The growing pains suck, but it's a sign of success.	lopp	108	16	2017-12-24 12:13:48	944888835250507776	https://twitter.com/lopp/status/944888835250507776			
	That's not the point - there are thousands of alternative cryptocurrencies you can use if you're sensitive about transaction fees.	lopp	87	3	2017-12-24 12:10:42	944888056657653760	https://twitter.com/lopp/status/944888056657653760			
	I like your Twitter handle. https:// meaningness.com/geeks-mops-soc iopaths …	lopp	16	0	2017-12-24 12:02:49	944886071845949441	https://twitter.com/lopp/status/944886071845949441			
	Are fees causing problems for lots of people? Sure. I've had some transactions take 12+ hours to confirm, which was annoying. On the other hand, I have dollars that have been stuck in exchanges for over a month.	lopp	4	0	2017-12-24 11:57:30	944884733888081920	https://twitter.com/lopp/status/944884733888081920			
bitcoin 	I think it's weird that so many people care about trying to determine what Satoshi wanted rather than what their own vision is for Bitcoin.	lopp	12	2	2017-12-24 11:48:08	944882378262171648	https://twitter.com/lopp/status/944882378262171648			
	Most likely, because on-chain fees are denominated in satoshis per byte. If anything they tend to go up faster than exchange rates.	lopp	0	0	2017-12-24 11:46:56	944882076725243905	https://twitter.com/lopp/status/944882076725243905			
	Indeed, I never said I was specifically talking about moving between exchanges. For that type of volume you'd be doing OTC anyway.	lopp	7	0	2017-12-24 11:45:41	944881760021700609	https://twitter.com/lopp/status/944881760021700609			
ripple 	A very good question; I haven't seen a thorough analysis of Ripple's security model that I can recall.	lopp	11	0	2017-12-24 11:43:47	944881281283907585	https://twitter.com/lopp/status/944881281283907585			
	"No worries - it's a well-propagated narrative that ""small blockers support censorship"" though as you know, we discussed that point on the podcast. I hope that I explained well why I feel the claims of censorship are mostly meaningless at this point."	lopp	3	0	2017-12-24 11:42:47	944881031555010560	https://twitter.com/lopp/status/944881031555010560			
bitcoin 	Completely true, though at this point certain use cases / adoption are going to have to wait for Bitcoin (or use alternatives) rather than expecting to change Bitcoin to suit their needs.	lopp	13	0	2017-12-24 11:39:17	944880151082434560	https://twitter.com/lopp/status/944880151082434560			
	Being shunned is one of the more powerful actions that a voluntary community can take - freedom means you have freedom of association.	lopp	11	0	2017-12-24 11:37:45	944879765844103169	https://twitter.com/lopp/status/944879765844103169			
