	That doesn't let you collaboratively edit in real time.	VitalikButerin	10	3	1519099654	965800067490660352	https://twitter.com/VitalikButerin/status/965800067490660352			
	Very subtle for those whose political philosophy aligns with WP’s.	naval	3	0	1519164142	966070551872753665	https://twitter.com/naval/status/966070551872753665			
	Bezos owning the Washington Post is the cheapest subtle political insurance that Amazon can buy. $250 Million insures $700 Billion against anti-trust action.	naval	2947	744	1519157840	966044115925266432	https://twitter.com/naval/status/966044115925266432			
	The problem with that line of reasoning is that it opens one up to other forms of “Pascal’s Scams.” http:// unenumerated.blogspot.com/2012/07/pascal s-scams.html?m=1 …	naval	11	2	1519143157	965982531655880705	https://twitter.com/naval/status/965982531655880705			
	Those who try to leverage my work to get a boost also run the risk of equally large negative boost.	aantonop	32	1	1519159202	966049831604105216	https://twitter.com/aantonop/status/966049831604105216			
	I'd love to see that quote in an Amazon review	aantonop	55	2	1519158923	966048660189413376	https://twitter.com/aantonop/status/966048660189413376			
	Third wave, Alvin toffler	aantonop	107	10	1519098750	965796276859260928	https://twitter.com/aantonop/status/965796276859260928			
bitcoin 	"So while the banking regulators in India were bashing bitcoin for being ""unregulated"", a $2 bn fraud ring was growing under their noses. One of their biggest banks (regulated) was doing all the money laundering. Honestly, it's almost as if money laundering is the job of banks"	aantonop	11314	5469	1519083591	965732695228608513	https://twitter.com/aantonop/status/965732695228608513			
	Ugh. Not sure what to do about it :(	ummjackson	0	0	1519165143	966074749423034368	https://twitter.com/ummjackson/status/966074749423034368			
	Group chats are not E2E encrypted.	ummjackson	1	0	1519165104	966074585673228288	https://twitter.com/ummjackson/status/966074585673228288			
	Heads up: I don't have an account on @telegram so if you see my name on any channel, it's not actually me.	ummjackson	19	7	1519159344	966050427543339008	https://twitter.com/ummjackson/status/966050427543339008			@telegram
	(yes I'll restart the phone and re-Touch ID to fix this, but the question is *why* that is necessary)	ummjackson	2	0	1519154814	966031425307787264	https://twitter.com/ummjackson/status/966031425307787264			
	"I've literally had 11 apps stuck spinning on ""updating"" for the past 24 hours. No feedback of what is causing it to be stuck."	ummjackson	2	0	1519154733	966031086496043008	https://twitter.com/ummjackson/status/966031086496043008			
	It's 2018 and @apple still can't build an App Store that reliably downloads + updates apps.	ummjackson	12	1	1519154709	966030983223902208	https://twitter.com/ummjackson/status/966030983223902208			@apple
	Yup.	ummjackson	1	0	1519112066	965852128819363841	https://twitter.com/ummjackson/status/965852128819363841			
	Deferring to @dogecoin_devs / @JRossNicoll / @langer_hans	ummjackson	3	0	1519108033	965835210054017025	https://twitter.com/ummjackson/status/965835210054017025			@dogecoin_devs @JRossNicoll @langer_hans
	You know what they say about hindsight Thanks, any support appreciated!	ummjackson	0	0	1519107596	965833377067679744	https://twitter.com/ummjackson/status/965833377067679744			
	I never had any crypto wealth... Dogecoin wasn't a pre-mine so my co-founder and I mined maybe what'd be worth maybe $30k today each. Then I gave mine away to the charity stuff we did. So what do you suggest I do?	ummjackson	0	0	1519106060	965826936780996608	https://twitter.com/ummjackson/status/965826936780996608			
	Got a day job, crypto is my side gig :)	ummjackson	1	0	1519105687	965825372649435137	https://twitter.com/ummjackson/status/965825372649435137			
	Subscribers said it's a good idea, and I listen to them! :) I tried doing tips, Steemit, Brave/BAT etc. but honestly was making peanuts or less.	ummjackson	2	0	1519104992	965822455456579586	https://twitter.com/ummjackson/status/965822455456579586			
	It's live! If you've been wanting to support my @YouTube about #crypto and are on @Patreon , you can find me here: https://www. patreon.com/ummjackson	ummjackson	31	5	1519104809	965821689203367936	https://twitter.com/ummjackson/status/965821689203367936		#crypto	@YouTube @Patreon
	I'm going to give it a shot, my subscribers seem to be into the idea :)	ummjackson	1	0	1519104168	965818999027122176	https://twitter.com/ummjackson/status/965818999027122176			
	Someone found my hidden @Patreon account and pledged, so I guess I better make that a thing then huh?	ummjackson	16	0	1519100468	965803480739864576	https://twitter.com/ummjackson/status/965803480739864576			@Patreon
bitcoin 	Interesting items on front page of r/bitcoin today... https:// imgur.com/a/XHNVU	ErikVoorhees	97	40	1519151259	966016515668496384	https://twitter.com/ErikVoorhees/status/966016515668496384			
	Wyoming taking the opposite path of New York, embracing innovation instead of kicking it in the nuts and throwing it across the subway tracks. The West still understands what America is supposed to be about. https:// twitter.com/CaitlinLong_/s tatus/965654682893893632 …	ErikVoorhees	712	205	1519138136	965961473284427777	https://twitter.com/ErikVoorhees/status/965961473284427777			
	Same was true with slaves. Slavery was law, and people owe their lives and efforts to those who rule over them... quite a few parallels to taxation, no? Slavery is just a taxation rate of 100%.	ErikVoorhees	1	1	1519091900	965767544903741440	https://twitter.com/ErikVoorhees/status/965767544903741440			
	DON'T TRUST ANYONE ASKING FOR OR OFFERING MONEY ON TWITTER. DON'T TRUST ANYONE ASKING FOR OR OFFERING MONEY ON TWITTER. DON'T TRUST ANYONE ASKING FOR OR OFFERING MONEY ON TWITTER.	brockpierce	155	43	1519163011	966065808320409601	https://twitter.com/brockpierce/status/966065808320409601			
	DM me.	brockpierce	0	0	1519162966	966065617555148800	https://twitter.com/brockpierce/status/966065617555148800			
	Able to make it to #RestartWeek in Puerto Rico March 13-19?	brockpierce	1	1	1519162555	966063892052013056	https://twitter.com/brockpierce/status/966063892052013056		#RestartWeek	
	Stay tuned.	brockpierce	1	0	1519162512	966063712200286209	https://twitter.com/brockpierce/status/966063712200286209			
	Hopefully. The goal is to end the brain drain and turn it into a brain gain. One that starts to bring the Puerto Rican’s back home too.	brockpierce	1	0	1519162471	966063540502257664	https://twitter.com/brockpierce/status/966063540502257664			
		brockpierce	3	0	1519162113	966062038945554433	https://twitter.com/brockpierce/status/966062038945554433			
	Available for what?	brockpierce	0	0	1519162094	966061960595898369	https://twitter.com/brockpierce/status/966061960595898369			
	Stopped checking email a while ago. DM me.	brockpierce	2	0	1519141140	965974074550833152	https://twitter.com/brockpierce/status/965974074550833152			
	Come to Puerto Rico for #restartweek March 13-19.	brockpierce	0	0	1519138575	965963312210038784	https://twitter.com/brockpierce/status/965963312210038784		#restartweek	
	Stay tuned.	brockpierce	1	0	1519135732	965951390668357632	https://twitter.com/brockpierce/status/965951390668357632			
	#RestartWeek will have a free event dedicated to music at the children’s museum in Old San Juan.	brockpierce	1	0	1519135518	965950493032964096	https://twitter.com/brockpierce/status/965950493032964096		#RestartWeek	
	We can use all the help we can get. Let’s talk. Are you coming to #RestartWeek in San Juan Puerto Rico between March 13-19?	brockpierce	1	0	1519130425	965929131182608384	https://twitter.com/brockpierce/status/965929131182608384		#RestartWeek	
	I was meeting one or two new people a day that had flown in due to The NY Times article.	brockpierce	4	0	1519130338	965928765598650368	https://twitter.com/brockpierce/status/965928765598650368			
	Yes please!	brockpierce	0	0	1519130283	965928535738212352	https://twitter.com/brockpierce/status/965928535738212352			
	I was busy in Puerto Rico. With so many events happening now it’s become hard to attend every new one.	brockpierce	1	1	1519129700	965926088479297536	https://twitter.com/brockpierce/status/965926088479297536			
	I live in Puerto Rico.	brockpierce	1	0	1519129272	965924294101520384	https://twitter.com/brockpierce/status/965924294101520384			
	Let’s talk. Are you coming to #RestartWeek in San Juan Puerto Rico between March 13-19?	brockpierce	3	1	1519129156	965923809760108544	https://twitter.com/brockpierce/status/965923809760108544		#RestartWeek	
	Could use your skills in Puerto Rico.	brockpierce	1	0	1519129074	965923462094180354	https://twitter.com/brockpierce/status/965923462094180354			
	EOS is a Blockchain 3.0 protocol. It isn’t the only one.	brockpierce	7	1	1519124796	965905522007400448	https://twitter.com/brockpierce/status/965905522007400448			
	#RestartWeek is March 13-19.	brockpierce	4	1	1519123858	965901587385323522	https://twitter.com/brockpierce/status/965901587385323522		#RestartWeek	
	Yes please!	brockpierce	1	0	1519123841	965901515515990016	https://twitter.com/brockpierce/status/965901515515990016			
	YouTube, Medium, Steemit, etc.	brockpierce	0	0	1519123807	965901373152940032	https://twitter.com/brockpierce/status/965901373152940032			
	I’m traveling at the moment. In Washington DC now. Off to NYC this morning.	brockpierce	0	0	1519123763	965901190008659969	https://twitter.com/brockpierce/status/965901190008659969			
	Which Matt?	brockpierce	0	0	1519123728	965901040083243008	https://twitter.com/brockpierce/status/965901040083243008			
	@mikecostache	brockpierce	0	0	1519123698	965900915692785665	https://twitter.com/brockpierce/status/965900915692785665			@mikecostache
	Of course.	brockpierce	0	0	1519123638	965900665959731200	https://twitter.com/brockpierce/status/965900665959731200			
		brockpierce	10	0	1519123526	965900192124981248	https://twitter.com/brockpierce/status/965900192124981248			
	Help however one can.	brockpierce	1	1	1519082015	965726086121381889	https://twitter.com/brockpierce/status/965726086121381889			
	Excited to be finally rolling out SegWit! One of many improvements we will keep diligently working towards https:// twitter.com/coinbase/statu s/966002538326638592 …	brian_armstrong	1301	226	1519164659	966072719182675970	https://twitter.com/brian_armstrong/status/966072719182675970			
	Great summary of stablecoin efforts from @hosseeb https:// twitter.com/hosseeb/status /965647630201012224 …	brian_armstrong	101	20	1519098244	965794155724025856	https://twitter.com/brian_armstrong/status/965794155724025856			@hosseeb
	Good coverage by @nathanielpopper Also, we're helping solve this with our product https:// custody.coinbase.com Using this will let attackers know that funds aren't easily accessible (time locked delays, multiple signatures required, etc) and is likely earn them a visit by the FBI. https:// twitter.com/laurashin/stat us/965640062162452481 …	brian_armstrong	100	22	1519089362	965756900586303489	https://twitter.com/brian_armstrong/status/965756900586303489			@nathanielpopper
	Yes, that was likely done to protect his safety after he was doxxed already a few days ago!	TuurDemeester	0	0	1519167252	966083594933493760	https://twitter.com/TuurDemeester/status/966083594933493760			
	Belgian newspaper doxxing Catalan president in exile. ...Stay classy. https://www. nieuwsblad.be/cnt/dmf2018022 0_03367280 …	TuurDemeester	22	10	1519166781	966081616949919744	https://twitter.com/TuurDemeester/status/966081616949919744			
bitcoin 	Bitcoin dominance at 39% now. pic.twitter.com/o3m1meyuyx	TuurDemeester	152	60	1519164114	966070434591596544	https://twitter.com/TuurDemeester/status/966070434591596544			
	Experience is indeed subjective. I guess homicide / crime rates could help us objectivize things here. I concur about the drugs, in my photo you can see the man at the bus stop handling what I'm pretty sure is hard drugs.	TuurDemeester	1	0	1519163806	966069139944198144	https://twitter.com/TuurDemeester/status/966069139944198144			
	Don't appreciate the passive aggression.	TuurDemeester	2	0	1519163704	966068714645999619	https://twitter.com/TuurDemeester/status/966068714645999619			
	I'd love to :-)	TuurDemeester	0	0	1519163666	966068554452828161	https://twitter.com/TuurDemeester/status/966068554452828161			
	I block obvious abusive language, but usually I let unempathetic remarks slide - I don't have time to respond and usually the ensuing discussion isn't very productive. You're free to and I encourage you to respond to such comments in this thread.	TuurDemeester	1	1	1519163270	966066894343168002	https://twitter.com/TuurDemeester/status/966066894343168002			
	E.g. I feel safer walking around downtown San Francisco than I feel in Paris, Buenos Aires, or Brussels. Subjective of course.	TuurDemeester	27	8	1519162737	966064655511773184	https://twitter.com/TuurDemeester/status/966064655511773184			
	I've traveled quite a bit. What are you implying?	TuurDemeester	0	1	1519162558	966063905796771840	https://twitter.com/TuurDemeester/status/966063905796771840			
	Yeah this is really down town, market street	TuurDemeester	1	0	1519162230	966062532418002944	https://twitter.com/TuurDemeester/status/966062532418002944			
	My impression is that the homeless problem is bad, though overall compared to most larger cities in Latin America and Europe, SFO is still a safe place with high quality of life.	TuurDemeester	18	9	1519162187	966062349168857089	https://twitter.com/TuurDemeester/status/966062349168857089			
	Another bull market - oh wait :-/ https://www. nbcbayarea.com/news/local/Dis eased-Streets-472430013.html … pic.twitter.com/kjvwGzWifV	TuurDemeester	157	48	1519160069	966053468246028289	https://twitter.com/TuurDemeester/status/966053468246028289			
